L,U,V,t,β,δ,uS,ud,wS,wd,ws,QuS,Qud,QwS,Qwd,Qws,I,f,g,g0,ΔT,μ
128,0.0,3.5,1.0,100.0,0.0,0.41528855800677233,-0.02418027993429528,0.23785969424918557,0.33951276618580895,2.0816681711721685e-17,0.14444608188490804,0.745296920952182,0.7549384085070443,0.30385282795564184,0.012207031249998584,15,-1.6300653776175769,0.5,0.5,0.239803888,0.0
128,0.0,3.6,1.0,100.0,0.0,0.4040058606316057,-0.024348139027594584,0.2428275916758384,0.33856110008734397,2.0816681711721685e-17,0.040226245602514865,0.9806803838112027,0.46305103512467305,0.1307371690509873,0.012207031249988332,15,-1.6452132007562923,0.5,0.5,0.249558827,0.0
128,0.0,3.7,1.0,100.0,0.0,0.3931514978567312,-0.0238275604467314,0.2473736223974101,0.3376474992778685,1.5612511283791264e-17,0.23850881978670913,0.6974489761284314,0.1169317243733814,0.036785503021885546,0.00610351562499579,16,-1.660964398323839,0.5,0.5,0.261349413,0.0
128,0.0,3.8,1.0,100.0,0.0,0.38313873083246963,-0.02424824355524391,0.25144048356851545,0.3368112334858425,1.734723475976807e-17,0.21021285518829647,0.5568153653334253,0.15271843426356568,0.14274110224410386,0.0030517578124890856,17,-1.6778522330215968,0.5,0.5,0.273608023,0.0
128,0.0,3.9,1.0,100.0,0.0,0.37355426341042497,-0.02431162217503302,0.2551781886844674,0.3360111645145093,1.5612511283791264e-17,0.4043738578348721,0.8449760343680335,0.40097067733679825,0.3143776525975639,0.003051757812500711,17,-1.6953432681171594,0.5,0.5,0.281342121,0.0
128,0.0,4.0,1.0,100.0,0.0,0.3642204660417243,-0.023672495873226757,0.25857725081410776,0.33529732121495526,2.0816681711721685e-17,0.13869761329932118,0.8331191255397247,0.495970161744852,0.4225237846797736,0.0015258789062457475,18,-1.7130427799415053,0.5,0.5,0.284955663,0.0
128,0.5,0.0,1.0,100.0,0.0,0.8104611861692472,-2.7755575615628914e-17,4.0389678347315804e-28,-1.6155871338926322e-27,-3.305116675352275e-11,0.6949249855727757,0.09765624999999661,0.09765625,0.09765625,1.5612601917175662e-7,12,-1.6212287122694495,0.5,0.5,0.198653063,0.0
128,0.5,0.1,1.0,100.0,0.0,0.8104583889758881,-1.9564346676048672e-7,6.622321044492046e-7,0.00021788786519902868,-2.853875142661607e-12,0.3477053280060982,0.001895144432098112,0.06139532603107962,0.8567703680466909,1.327495947114752e-8,13,-1.6212285929576176,0.5,0.5,0.216114413,0.0
128,0.5,0.2,1.0,100.0,0.0,0.8104550574849958,2.4550639299292243e-12,2.709696935291674e-9,0.001061914252744805,-2.710505431213761e-20,0.0006269512340395522,4.7053951613624416e-8,0.00011747898466733671,0.9436625216407619,4.668028350820501e-17,23,-1.621228113945398,0.5,0.5,0.367274295,0.0
128,0.5,0.3,1.0,100.0,0.0,0.810359122751945,-3.6826652838328755e-12,5.813033329433309e-10,0.02883269178939114,8.673617379884035e-19,0.007189518302253006,1.1587069525912531e-7,1.5650303540691064e-5,0.9824146486654625,6.14680291332416e-16,27,-1.621211020526457,0.5,0.5,0.446357291,0.0
